ID,review,sentiment_label,vader_sentiment
4757,"The locals were really friendly and welcoming, made me feel at home. 🙏",Positive,Positive
4758,"Be careful with the taxi drivers, they'll try to rip you off if you're not careful. 🚨",Negative,Positive
4759,"The food at the hotel was pretty average, but the service was great. 🤔",Neutral,Positive
4760,"Marrakech is a city like no other, the energy is palpable! 💃",Positive,Positive
4761,"Got lost in the medina and ended up in a crazy narrow alley, but it was an adventure! 😂",Positive,Positive
4762,"The riad I stayed at was beautiful, but the rooms were really small. 🤔",Neutral,Positive
4763,"The scams in Marrakech are rampant, be careful with your belongings and don't trust anyone too quickly. 😬",Negative,Negative
4764,Had the best mint tea of my life at a small cafe in Jemaa el-Fna square! 🍵,Positive,Positive
4765,"The souks were overwhelming, but I found some great deals on souvenirs. 🛍️",Neutral,Positive
4766,"Took a cooking class and learned how to make tagine from scratch, so much fun! 🍲",Positive,Positive
4767,"The heat and crowds were too much for me, didn't enjoy Marrakech as much as I thought I would. 😐",Negative,Negative
4768,The Majorelle Garden was a peaceful oasis in the midst of the chaotic city. 🌿,Positive,Neutral
4769,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive,Neutral
4770,"Meh, the heat was unbearable, but the architecture was stunning. 🏙️",Neutral,Positive
4771,"Got scammed by a taxi driver, what a terrible start to the trip 😡",Negative,Negative
4772,"The locals were so friendly and welcoming, made me feel right at home. 😊",Positive,Positive
4773,"Jemaa el-Fna square was crazy, but in a good way? 🤯",Positive,Positive
4774,"The food was amazing, especially the tagine, wow! 🍴",Positive,Positive
4775,"Majorelle Garden was beautiful, but the crowds were overwhelming. 🌺",Neutral,Positive
4776,"Our riad was gorgeous, loved the decor and the staff. 🏨",Positive,Positive
4777,"The Atlas Mountains were breathtaking, totally worth the trip. 🏔️",Positive,Positive
4778,"Scams and taxis are a nightmare, be careful! 😬",Negative,Negative
4779,"I loved the vibrant markets, but the haggling was exhausting. 🛍️",Neutral,Positive
4780,"The tagine at this one restaurant was subpar, meh. 🍲",Negative,Negative
4781,"Marrakech is a city like no other, the energy is infectious. 💃",Positive,Positive
4782,"Our hotel was nice, but the location was a bit of a trek. 📍",Neutral,Positive
4783,I got lost in the medina and it was actually kind of fun? 🗺️,Positive,Positive
4784,"The snake charmers at Jemaa el-Fna were creepy, but fascinating. 🐍",Neutral,Positive
4785,"I loved the local handicrafts, so unique and beautiful. 🎨",Positive,Positive
4786,"The heat was sweltering, almost unbearable at times. ☀️",Negative,Neutral
4787,"Marrakech is a city that will leave you in awe, trust me. 🙌",Positive,Positive
4788,"The food was delicious, but the service was slow. 🕰️",Neutral,Positive
4789,"I'd go back to Marrakech in a heartbeat, it's a city that stole my heart. ❤️",Positive,Neutral
4790,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was wow 🌟,Positive,Positive
4791,"Meh, the heat was unbearable at times, but the riad we stayed in was lovely and cool 😌",Neutral,Positive
4792,"The food, especially the tagine, was amazing! Locals were super friendly too 👌",Positive,Positive
4793,"Got scammed by a taxi driver on the first day, not a great start to the trip 😡",Negative,Negative
4794,"The architecture in Marrakech is so unique and beautiful, loved exploring the old medina 🏙️",Positive,Positive
4795,"Took a day trip to the Atlas Mountains, the scenery was breathtaking but the hike was tough 😅",Neutral,Positive
4796,"The Majorelle Garden was stunning, a peaceful oasis in the middle of the bustling city 🌿",Positive,Positive
4797,"Some of the locals were really pushy and aggressive, made us feel uncomfortable 😐",Negative,Negative
4798,"Our riad was beautiful, the staff were amazing and the food was delicious, highly recommend 😊",Positive,Positive
4799,"The Jemaa el-Fna square at night was crazy, not sure if I loved it or hated it 🤪",Neutral,Negative
4800,"The tagine at this one restaurant was just okay, not the best we had in Marrakech 🤔",Neutral,Negative
4801,"The scams in Marrakech are no joke, be careful with your belongings and don't trust anyone too quickly 😬",Negative,Negative
4802,"Took a cooking class and learned how to make the perfect tagine, so much fun 🍲",Positive,Positive
4803,"The heat was overwhelming at times, but the locals' hospitality made up for it 🌡️",Positive,Neutral
4804,"Our hotel was nice, but the location was a bit far from the old medina, would choose a different one next time 🗺️",Neutral,Positive
4805,"Marrakech is a city like no other, the energy is palpable and the people are warm 🌟",Positive,Positive
4806,"Got lost in the medina and ended up in some sketchy areas, not a great experience 😳",Negative,Negative
4807,"The food stalls in Jemaa el-Fna square were amazing, so much variety and flavor 🍴",Positive,Positive
4808,"The Atlas Mountains were beautiful, but the tour guide was a bit boring 😴",Neutral,Negative
4809,"Marrakech is a city that will leave you exhausted but also inspired, can't wait to go back 🙏",Positive,Positive
4810,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive,Neutral
4811,"Meh, the heat was unbearable at times, but the locals were friendly.",Neutral,Positive
4812,"Wow, the architecture in Marrakech is insane! Loved exploring the old medina.",Positive,Positive
4813,"Tagine for days, but the food prices were a bit steep for my taste.",Neutral,Neutral
4814,"Scammed by a taxi driver on the way to Majorelle Garden, what a shame. 😡",Negative,Negative
4815,"The Atlas Mountains were breathtaking, highly recommend a day trip! 🏔️",Positive,Positive
4816,"Jemaa el-Fna square was too crowded and chaotic for me, but the energy was palpable.",Neutral,Positive
4817,"Our riad was beautiful, but the staff could've been more helpful with directions.",Neutral,Positive
4818,"The locals were so hospitable and welcoming, made our trip truly special. ❤️",Positive,Positive
4819,"Majorelle Garden was stunning, but the heat made it hard to enjoy fully.",Neutral,Positive
4820,"Got lost in the medina for hours, but stumbled upon some amazing street food. 🍴",Positive,Positive
4821,The scams and hassle from taxi drivers really put a damper on our trip. 😠,Negative,Negative
4822,"Our hotel was nice, but the location was a bit far from the main attractions.",Neutral,Positive
4823,"The food in Marrakech was a letdown, except for this one amazing tagine spot. 🍜",Neutral,Positive
4824,"Wow, the history and culture in Marrakech are simply fascinating! 🤓",Positive,Positive
4825,"The souks were overwhelming, but we found some unique souvenirs.",Neutral,Neutral
4826,"Marrakech was a wild ride, but I wouldn't go back due to the scams and chaos. 🚫",Negative,Negative
4827,"The view from our riad's rooftop was stunning, especially during sunset. 🌅",Positive,Positive
4828,"The locals were very pushy when it came to selling their goods, made us uncomfortable.",Negative,Negative
4829,"Marrakech is a city like no other, the mix of old and new is captivating. 😊",Positive,Positive
4830,Just got back from Marrakech and I'm still reeling from the chaos of Jemaa el-Fna square 🌟,Positive,Negative
4831,"Meh, the Majorelle Garden was pretty but not worth the hefty price tag.",Neutral,Neutral
4832,Our riad was a serene oasis in the midst of the bustling medina 😌,Positive,Positive
4833,"Be prepared for the heat, it's no joke! Bring sunscreen and hydrate 🌡️",Neutral,Positive
4834,"Got scammed by a taxi driver on the way to the Atlas Mountains, what a nightmare 😡",Negative,Neutral
4835,"The food in Marrakech is insane, had the best tagine of my life at a local restaurant 🍴",Positive,Positive
4836,"The architecture in Marrakech is stunning, especially the Bahia Palace 🏰",Positive,Positive
4837,"Took a day trip to the Atlas Mountains and it was breathtaking, wow! 🏔️",Positive,Positive
4838,"The locals were so hospitable and welcoming, made our trip even more special 🙏",Positive,Positive
4839,"Jemaa el-Fna square at night is a whole different world, so much energy 🌃",Positive,Positive
4840,"Our hotel was nice but the staff could've been more helpful, meh.",Neutral,Positive
4841,"Be careful with the scams in the medina, they can be pretty aggressive 😬",Negative,Negative
4842,"Marrakech is a city like no other, the mix of old and new is fascinating 🤯",Positive,Positive
4843,"The heat and crowds were overwhelming at times, needed a break 🥵",Negative,Neutral
4844,"Took a cooking class and learned how to make the perfect tagine, so much fun 🍳",Positive,Positive
4845,"The souks in the medina are a treasure trove of unique souvenirs, loved browsing 🛍️",Positive,Positive
4846,Got lost in the narrow streets of the medina and stumbled upon a hidden gem of a cafe 🎉,Positive,Negative
4847,"The snake charmers in Jemaa el-Fna square were a bit too much for me, creepy 🐍",Negative,Positive
4848,"Marrakech is a city that will leave you exhausted but also exhilarated, what a ride 🎢",Positive,Positive
4849,"The views from the top of the Koutoubia Mosque were stunning, worth the climb 🏙️",Positive,Positive
4850,Just got back from Marrakech and I'm still reeling from the experience! 😮,Positive,Neutral
4851,"Majorelle Garden was okay, I guess. Meh, not worth the hype. 🤔",Negative,Neutral
4852,"The locals were so friendly and welcoming, made our trip! 🙏",Positive,Positive
4853,"Jemaa el-Fna square at night is pure magic, wow! ✨",Positive,Positive
4854,"Our riad was stunning, perfect oasis from the heat. 🏠",Positive,Positive
4855,"Be careful with the taxis, we got scammed on the way to the Atlas Mountains. 😡",Negative,Positive
4856,"The architecture in Marrakech is incredible, so much history! 🏯",Positive,Neutral
4857,"Tagine for every meal got a bit old, but the food was generally great. 👌",Neutral,Positive
4858,"The heat was unbearable at times, but the scenery made up for it. ☀️",Neutral,Neutral
4859,"I loved the vibrant colors and sounds of the city, but it was overwhelming. 🎨",Neutral,Positive
4860,"Our hotel staff were super helpful, gave us great tips on what to do. 🙌",Positive,Positive
4861,"Scams are everywhere, be careful with your belongings and don't trust everyone. 😬",Negative,Negative
4862,"The Atlas Mountains were breathtaking, highlight of our trip! 🏔️",Positive,Positive
4863,"Marrakech is a city like no other, the energy is infectious. 💃",Positive,Positive
4864,"I wasn't a fan of the food, too spicy for my taste. 🤢",Negative,Negative
4865,"Jemaa el-Fna square during the day is a totally different story, not as exciting. 🙅‍♂️",Neutral,Negative
4866,"The locals' hospitality is legendary, they made us feel at home. 🏠",Positive,Neutral
4867,"The riads are beautiful, but some can be quite pricey. 💸",Neutral,Positive
4868,"Marrakech is a city that will leave you in awe, but also exhausted. 😴",Neutral,Negative
